cell,rep,mode,arm,secs,nfail,nrej,fdp,tpr,tprP,tprA,typeI,det_share
2001,15,complete_linda,after,1.6,0,14,0.2857142857142857,1.0,1.0,,0.12222222222222222,0.5714285714285714
2001,16,complete_wilcoxon,after,29.3,0,10,0.0,1.0,1.0,,0.022222222222222223,1.0
2001,16,complete_linda,after,1.6,0,15,0.3333333333333333,1.0,1.0,,0.08888888888888889,0.3333333333333333
2001,17,complete_wilcoxon,after,28.0,0,11,0.09090909090909091,1.0,1.0,,0.03333333333333333,0.9090909090909091
2001,17,complete_linda,after,1.6,0,10,0.0,1.0,1.0,,0.06666666666666667,0.8
2001,18,complete_wilcoxon,after,29.1,0,10,0.0,1.0,1.0,,0.0,0.8
2001,18,complete_linda,after,1.6,0,10,0.0,1.0,1.0,,0.022222222222222223,0.3
2001,19,complete_wilcoxon,after,29.6,0,10,0.0,1.0,1.0,,0.06666666666666667,0.9
2001,19,complete_linda,after,1.6,0,10,0.0,1.0,1.0,,0.05555555555555555,0.6
2002,0,complete_wilcoxon,after,28.9,0,6,0.0,0.6,1.0,0.2,0.08888888888888889,0.6666666666666666
2002,0,complete_linda,after,1.7,0,5,0.0,0.5,1.0,0.0,0.07777777777777778,0.6
2002,1,complete_wilcoxon,after,28.7,0,5,0.0,0.5,1.0,0.0,0.05555555555555555,0.8
2002,1,complete_linda,after,1.7,0,6,0.16666666666666666,0.5,1.0,0.0,0.06666666666666667,0.6666666666666666
2002,2,complete_wilcoxon,after,28.1,0,5,0.0,0.5,1.0,0.0,0.044444444444444446,0.8
2002,2,complete_linda,after,1.7,0,5,0.0,0.5,1.0,0.0,0.044444444444444446,0.2
2002,3,complete_wilcoxon,after,27.0,0,8,0.0,0.8,1.0,0.6,0.022222222222222223,0.375
2002,3,complete_linda,after,1.6,0,5,0.0,0.5,1.0,0.0,0.022222222222222223,0.8
2002,4,complete_wilcoxon,after,29.4,0,6,0.0,0.6,1.0,0.2,0.07777777777777778,0.8333333333333334
2002,4,complete_linda,after,1.7,0,5,0.0,0.5,1.0,0.0,0.05555555555555555,0.6
2002,5,complete_wilcoxon,after,28.7,0,6,0.0,0.6,1.0,0.2,0.05555555555555555,0.8333333333333334
2002,5,complete_linda,after,1.6,0,5,0.0,0.5,1.0,0.0,0.06666666666666667,0.8
2002,6,complete_wilcoxon,after,29.3,0,5,0.0,0.5,1.0,0.0,0.05555555555555555,1.0
2002,6,complete_linda,after,1.6,0,5,0.0,0.5,1.0,0.0,0.06666666666666667,1.0
2002,7,complete_wilcoxon,after,29.3,0,4,0.0,0.4,0.8,0.0,0.05555555555555555,1.0
2002,7,complete_linda,after,1.6,0,5,0.0,0.5,1.0,0.0,0.05555555555555555,1.0
2002,8,complete_wilcoxon,after,28.8,0,5,0.0,0.5,1.0,0.0,0.03333333333333333,1.0
2002,8,complete_linda,after,1.6,0,5,0.0,0.5,1.0,0.0,0.044444444444444446,0.6
2002,9,complete_wilcoxon,after,29.8,0,6,0.0,0.6,1.0,0.2,0.08888888888888889,0.8333333333333334
2002,9,complete_linda,after,1.6,0,5,0.0,0.5,1.0,0.0,0.1111111111111111,0.8
2002,10,complete_wilcoxon,after,30.2,0,6,0.0,0.6,1.0,0.2,0.05555555555555555,0.5
2002,10,complete_linda,after,1.7,0,5,0.0,0.5,1.0,0.0,0.06666666666666667,0.0
2002,11,complete_wilcoxon,after,29.1,0,7,0.0,0.7,1.0,0.4,0.03333333333333333,0.42857142857142855
2002,11,complete_linda,after,1.6,0,6,0.0,0.6,1.0,0.2,0.06666666666666667,0.5
2002,12,complete_wilcoxon,after,27.5,0,6,0.0,0.6,1.0,0.2,0.03333333333333333,0.6666666666666666
2002,12,complete_linda,after,1.7,0,5,0.0,0.5,1.0,0.0,0.044444444444444446,0.8
2002,13,complete_wilcoxon,after,32.0,0,8,0.125,0.7,1.0,0.4,0.03333333333333333,0.5
2002,13,complete_linda,after,1.8,0,5,0.0,0.5,1.0,0.0,0.044444444444444446,0.8
2002,14,complete_wilcoxon,after,28.7,0,6,0.0,0.6,1.0,0.2,0.022222222222222223,0.8333333333333334
2002,14,complete_linda,after,1.8,0,5,0.0,0.5,1.0,0.0,0.022222222222222223,0.6
2002,15,complete_wilcoxon,after,28.3,0,8,0.125,0.7,1.0,0.4,0.06666666666666667,0.625
2002,15,complete_linda,after,1.7,0,5,0.0,0.5,1.0,0.0,0.05555555555555555,0.4
2002,16,complete_wilcoxon,after,29.8,0,9,0.0,0.9,1.0,0.8,0.05555555555555555,0.4444444444444444
2002,16,complete_linda,after,1.7,0,6,0.16666666666666666,0.5,1.0,0.0,0.06666666666666667,0.0
2002,17,complete_wilcoxon,after,28.3,0,9,0.1111111111111111,0.8,1.0,0.6,0.06666666666666667,0.5555555555555556
2002,17,complete_linda,after,1.6,0,7,0.14285714285714285,0.6,1.0,0.2,0.05555555555555555,0.2857142857142857
2002,18,complete_wilcoxon,after,29.0,0,8,0.0,0.8,1.0,0.6,0.044444444444444446,0.625
2002,18,complete_linda,after,1.7,0,5,0.0,0.5,1.0,0.0,0.06666666666666667,0.8
2002,19,complete_wilcoxon,after,27.6,0,6,0.16666666666666666,0.5,1.0,0.0,0.06666666666666667,1.0
2002,19,complete_linda,after,1.6,0,7,0.2857142857142857,0.5,1.0,0.0,0.06666666666666667,0.2857142857142857
2003,0,complete_wilcoxon,after,23.0,0,0,0.0,0.0,,0.0,0.03333333333333333,0.0
2003,0,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.044444444444444446,0.0
2003,1,complete_wilcoxon,after,24.1,0,5,0.4,0.3,,0.3,0.07777777777777778,0.2
2003,1,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.07777777777777778,0.0
2003,2,complete_wilcoxon,after,23.8,0,0,0.0,0.0,,0.0,0.07777777777777778,0.0
2003,2,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.06666666666666667,0.0
2003,3,complete_wilcoxon,after,21.9,0,0,0.0,0.0,,0.0,0.05555555555555555,0.0
2003,3,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.05555555555555555,0.0
2003,4,complete_wilcoxon,after,24.4,0,0,0.0,0.0,,0.0,0.06666666666666667,0.0
2003,4,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.1,0.0
2003,5,complete_wilcoxon,after,23.4,0,0,0.0,0.0,,0.0,0.05555555555555555,0.0
